publishDate,eventDate,time,location,money,column
2008-04-06,Mar 29,,marriott marquis,,"The Imperial Court of New York, a Philanthropic Organization, Gave Its Night of a Thousand Gowns at the Marriott Marquis, a Benefit for Bailey House and the Aids Community Research Initiative of America."
2008-04-06,Apr 3,,brooklyn museum,$,"The Brooklyn Museum Celebrated the Opening of '$;Murakami,' an Exhibition. About 900 Guests Entered Through a Flea Market of Stalls Stocked with Copies of Louis Vuitton Murakami Handbags. Inside Was a Vuitton Boutique of Authentic Bags."
2008-04-06,Apr 2,,pierre,$450000,"The Terence Cardinal Cooke Health Care Center Held Its Annual Awards Dinner at the Pierre. Over 400 Guests Raised More Than $450,000."
2008-04-06,Apr 1,,rainbow room,$1 million,"Chess in the Schools Held a Benefit at the Rainbow Room and Raised Over $1 Million. Founded by Lewis B. Cullman, It Promotes Chess As a Way of Teaching Students to Think."
2008-04-27,Apr 21,,,$500000,"Second Stage Theater Held a Performance and Dinner at the Hammerstein Ballroom. The Event, Which Was Attended by 250 Guests, Raised $500,000 for the Theatrical Organization's Artistic and Educational Programs."
2008-04-27,Apr 17,,,,"Vedura, the Jewelry House, Gave a Reception to Preview the New Collection of Cufflinks by Patrick Mcdonald. The Show Was Held in Its Fifth Avenue Salon."
2008-04-27,Apr 21,,metropolitan opera,,"The Metropolitan Opera Held a Gala Premiere of Its New Production of Donizetti's 'Fille Du Regiment.' a Dinner On the Grand Tier Preceded the Performance."
2008-04-27,Apr 21,,,,"The Kips Bay Decorator Show House Gave a Benefit Dinner After a Preview at the Show House."
2008-04-27,Apr 23,,,$1.1 million,"Creative Time Held a Benefit at Guastavino's, Raising $1.1 Million."
2008-04-27,Apr 22,,,,"The Skowhegan School for Art Held Its Annual Awards Dinner."
2008-04-27,Apr 23,,rainbow room,$400000,"The Soane Foundation Held a Benefit at the Rainbow Room. The Event Raised $400,000 for Its Museum in London."
2008-04-27,Apr 21,,city center,,"The Youth of American Grand Prix Held a Gala Dance Performance at the New York City Center. The Performance Was Followed by a Dinner at Osteria Del Circo."
2008-04-27,Apr 23,,cipriani 42nd street,$200000,"The Friends of the Freie Universitat Berlin Held a Benefit at Cipriani 42nd Street. The Event Raised $200,000."
2008-04-13,Apr 8,,,,"The Horticultural Society of New York Honored the Interior Designer Charlotte Moss."
2008-04-13,Apr 7,,new york state theater,$1 million,"The National Dance Institute Gave a Mexican-Theme Dinner and a Performance by Students at the New York State Theater at Lincoln Center. The Backdrop Was a Thousand Self-Portraits by New York City Schoolchildren. The Dancer Jacques d'Amboise Founded the Institute in 1976. The 500 Guests Raised $1 Million."
2008-04-13,Apr 8,,,,"Simon Doonan Celebrated His New Book, 'Eccentric Glamour,' at a Party at Barneys, Where He Is Creative Director."
2008-04-13,Apr 7,,pier 60,$1 million,"The Food Bank for New York City Turned 25 at a Dinner for 800 Guests, Raising $1 Million at Pier 60 at Chelsea Piers."
2008-04-13,Apr 9,,park avenue armory,,"A Preview of the Annual Show of the Association of International Photography Art Dealers at the Park Avenue Armory Benefited Photography Acquisitions at the Museum of Modern Art."
2008-04-13,Apr 10,,marriott marquis,$1.8 million,"The Annual Dinner of the National Center for Learning Disabilities Took Place at the Marriott Marquis. Attended by 475 Guests, the Event Honored Ted Turner and Raised $1.8 Million."
2008-04-13,Apr 9,,metropolitan club,,"The National Trust for Scotland Foundation Usa Gave a Dinner for 230 Guests at the Metropolitan Club. The Event Honored the Author Alexander Mccall Smith."
2008-04-13,Apr 9,,lincoln center,$2.9 million,"An Evening of Disney Music at the Time Warner Center Benefited Lincoln Center for the Performing Arts. A Dinner-Dance for 625 Guests Followed at a Tent in Damrosch Park. The Evening, Which Honored Robert A. Iger, the President of the Walt Disney Company, Raised $2.9 Million."
2008-04-20,Apr 15,,,,"Parsons Dance Gave a Benefit Reception and Performance for 250 Guests at the Times Center On West 41st Street. Barbara Rohdie Was the Honoree."
2008-04-20,Apr 14,,lincoln center,,"The Film Society of Lincoln Center Held a Benefit Honoring Meryl Streep. The Event Included a Reception in Avery Fisher Hall and a Dinner-Dance at the New York State Theater."
2008-04-20,Apr 16,,,$100 million,"The N.Y.U. Medical Center Honored Elaine A. Langone and Kenneth G. Langone, Who Just Gave It $100 Million."
2008-04-20,Apr 16,,waldorf,,"The American Turkish Society Honored Jeffrey R. Immelt, Chairman of G.E., and Ferit F. Sahenk, Chairman of the Dogus Group, at the Waldorf."
2008-04-20,Apr 14,,,$3 million,"A Dinner for 350 Guests Raised $3 Million for the Educational Broadcasting Corporation, and Honored William F. Baker, the Corporation's President Emeritus."
2008-04-20,Apr 14,,waldorf-astoria,$2 million,"Big Brothers Big Sisters of New York City Held an Awards Dinner at the Waldorf-Astoria. Attended by 1,000 Guests, the Event Raised More Than $2 Million."
2008-04-20,Apr 16,,mandarin oriental,$500000,"The Annual Dinner-Dance of New Yorkers for Children at the Mandarin Oriental Hotel. The 450 Guests Raised More Than $500,000."
2008-04-20,Apr 13,,,$500000,"Citymeals-On-Wheels Benefited From a Dinner at Restaurant Daniel On East 65th Street. The 170 Guests Raised $500,000."
2008-04-20,Apr 15,,pierre,$400000,"The Versailles Foundation Raised $400,000 at a Dinner for 175 Guests at the Pierre. The Event Benefited the Palace of Versailles and Other French Landmarks."
2008-04-20,Apr 16,,pierre,,"Partnership with Children Celebrated Its Centennial with a Dinner at the Pierre. The Evening Honored Jeffrey M. Peek, the Chairman of Cit. The Partnership Provides Emotional and Social Support for at-Risk Children."
2008-04-20,Apr 15,,metropolitan club,$250000,"The Glimmerglass Opera Gave a Benefit Dinner-Dance at the Metropolitan Club. Attended by 265 Guests, the Event Raised $250,000."
2008-05-04,Apr 30,,,,"Apr 30: Baruch College honored"
2008-05-04,Apr 28,,,,"Apr 28: The New York Pops"
2008-05-04,Apr 28,,,,"Apr 28: The Juilliard School held a gala with"
2008-05-04,Apr 28,,,,"Apr 28: ArtsConnection gave a dinner"
2008-05-04,Apr 29,,,,"Apr 29: Artists Space, which provides exhibition"
2008-05-04,Apr 28,,,,"Apr 28: Parsons the New"
2008-05-04,Apr 28,,,,"Apr 28: The Young Lions of"
2008-05-04,Apr 29,,,,"Apr 29: The Girl Scout Council"
2008-05-04,Apr 24,,,,"Apr 24: A preview party of the"
2008-05-04,Apr 25,,,,"Apr 25: Go Green Expo gave an"
2008-05-04,Apr 30,,,,"Apr 30: The Boys' Club of"
2008-05-04,Apr 28,,,,"Apr 28: The annual dinner-dance of"
2008-05-04,Apr 29,,,,"Apr 29: The New York City"
2008-05-04,May 1,,,,"May 1: The ABT II premiere performance of 'Cake' at the"
2008-05-04,Apr 27,,,,"Apr 27: The New Museum"
2008-05-11,May 5,,metropolitan museum of art,$7.3 million,"A Gala to Rival the Oscars Took Place at the Metropolitan Museum of Art. Attended by 752 Guests, It Raised Nearly $7.3 Million."
2008-05-11,May 8,,,,"Time Magazine Marked Its Annual Issue Celebrating the 100 Most Influential People in the World with a Party at the Time Warner Center. There Were 450 Guests at Cocktails and 350 at Dinner."
2008-05-11,May 6,,bergdorf goodman,,"A Party to Celebrate Ira Neimark's Book, 'Crossing Fifth Avenue to Bergdorf Goodman,' an Insider's View of Retailing, Took Place at the Sherry-Netherland."
2008-05-11,May 8,,,,"Seventy-Five Guests Celebrated the Publication of 'Decorating Master Class' by Elissa Cullman and Tracey Pruzan at a Private Party On the Upper East Side."
2008-05-11,May 8,,frick,,"A Preview for 500 Guests of the International Fine Art Fair Benefited the Frick Museum. The Fair at the Park Avenue Armory Continues Through Wednesday."
2008-05-11,May 7,,,$2.4 million,"The Hat Lunch of the Women's Committee of the Central Park Conservancy Took Place at the Conservatory Garden. The Event Raised $2.4 Million."
2008-05-11,May 7,,gotham hall,$750000,"The Pasteur Foundation Celebrated the 120th Anniversary of the Institut Pasteur at Gotham Hall. Attended by 300 Guests, the Dinner Raised $750,000. The Evening Honored Nelson Mandela and Richard C. Holbrooke."
2008-05-11,May 4,,four seasons,,"The Through the Kitchen Dinner Benefited the Irvington Institute Fellowship Program of the Cancer Research Institute. Guests at the Event, in the Four Seasons Restaurant, Served Themselves. Each Table Was Decorated After One of New York's Parades; a Mermaid in a Seashell Raft, for Instance, Represented the Coney Island Parade."
2008-05-11,May 2,,plaza,,"French-American Aid for Children Introduced 10 Young Women at Its 67th Annual Debutante Ball for 365 Guests at the Plaza."
2008-05-11,May 6,,rainbow room,$500000,"The Manhattan School of Music Gave a Dinner and Concert at the Rainbow Room and Raised $500,000."
2008-05-11,May 1,,mount sinai medical center,$3.1 million,"Mount Sinai Medical Center's 23rd Annual Crystal Ball Was Attended by 1,500 Guests, Raising $3.1 Million for Research at the School of Medicine."
2008-05-18,May 13,,metropolitan club,$250000,"The London Symphony Orchestra American Foundation gave a concert and dinner at the Metropolitan Club. The evening honored Andre Previn. Attended by 180 guests, the event raised $250,000."
2008-05-18,May 15,,,,"For Village Care's annual 'headdress affair,' 20 floral designers and 20 fashion designers collaborated on flower costumes."
2008-05-18,May 13,,,,"The New York Urban League gave its annual Frederick Douglass awards dinner."
2008-05-18,May 12,,,,"Bernadette Peters celebrated her first book, 'Broadway Barks,' at Le Cirque."
2008-05-18,May 13,,essex house,$150000,"CareerBridges gave a benefit at the Essex House, raising $150,000. The organization supports young classical singers."
2008-05-18,May 12,,central park boathouse,,"UrbanStages held its 24th annual dinner at the Central Park Boathouse. The event honored James Naughton, the actor, and Edwina Sandys, the artist."
2008-05-18,May 14,,,,"The Metropolitan chapter of the Victorian Society in America celebrated the 100th birthday of Margot Gayle, one of its founders, with a reception at the Century Association. Ms. Gayle helped save the Jefferson Market Courthouse, which was depicted on a cupcake pyramid, and many cast-iron buildings in the city."
2008-05-18,May 14,,pierre,,"The Parkinson's Disease Foundation's dinner at the Pierre. Honorees included Dr. Oliver Sacks for his book 'Awakenings.'"
2008-05-18,May 12,,lincoln center,$1.2 million,"Literacy Partners staged an evening of readings and a dinner-dance at Lincoln Center. The event raised $1.2 million."
2008-05-18,May 12,,,,"The New York Foundation for the Arts honored Penelope Dannenberg at Cafe Un Deux Trois."
2008-05-18,May 9,,pierre,,"The Russian Nobility Association celebrated its 70th year at its spring ball at the Pierre, benefiting impoverished Russian children."
2008-05-25,May 20,,,,"The Alvin Ailey American Dance Theater Held a Performance at the Apollo Theater.. The Event Highlighted Dancers From Ailey Ii and Students of the Ailey School."
2008-05-25,May 21,,pier 60,,"The Posse Foundation Gave an Awards Dinner at Pier 60 at Chelsea Piers. It Helps Young People, Who Might Otherwise Be Overlooked, Attend Selective Colleges."
2008-05-25,May 20,,,,"The Institute of Fine Arts Turned 75 at a Dinner for 92 Guests at 1 East 78th Street, the Former Duke Mansion. Sheldon H. Solow, the Real Estate Developer, Was Honored."
2008-05-25,May 20,,,,"The National Minority Supplier Development Council Gave a Dinner-Dance."
2008-05-25,May 19,,,,"The Black Alumni of Pratt Gave a Dinner at the Time Warner Center. The Evening Honored Preston Bailey, Lois P. Betts, Julie Taymor and Veronica Webb."
2008-05-25,May 19,,plaza,,"The Children's Storefront, a School in Harlem, Benefited From a Dinner at the Plaza."
2008-05-25,May 21,,rainbow room,$300000,"The New York Festival of Song Celebrated Its 20th Year with a Performance at Zankel Hall, Followed by a Dinner at the Rainbow Room. The Festival Produces Unusual Song Programs, Each Unified by a Theme, Overriding Traditional Distinctions Between 'High' and 'Low' Genres. The 220 Guests Raised $300,000."
2008-05-25,May 19,,92nd street y,$2.8 million,"The 92nd Street Y's Gala for 700 Guests Raised $2.8 Million for Cultural and Community Programs."
2008-05-25,May 18,,frick,,"The Nassau County Museum of Art Previewed 'Iris Apfel: Rare Bird of Fashion.' to This Third Version of the Traveling Exhibition Ms. Apfel Added Some Furniture and Favorite Stuffed Animals."
